code_commune,nom_commune,nom_ville,nom_departement,nom_region
46181,Lunegarde,Lunegarde,Lot,Occitanie
46182,Luzech,Luzech,Lot,Occitanie
46183,Marcilhac-sur-Célé,Marcilhac-sur-Célé,Lot,Occitanie
46184,Marminiac,Marminiac,Lot,Occitanie
46185,Martel,Martel,Lot,Occitanie
46186,Masclat,Masclat,Lot,Occitanie
46187,Mauroux,Mauroux,Lot,Occitanie
46188,Maxou,Maxou,Lot,Occitanie
46189,Mayrinhac-Lentour,Mayrinhac-Lentour,Lot,Occitanie
46190,Mechmont,Mechmont,Lot,Occitanie
46191,Mercuès,Mercuès,Lot,Occitanie
46192,Meyronne,Meyronne,Lot,Occitanie
46193,Miers,Miers,Lot,Occitanie
46194,Milhac,Milhac,Lot,Occitanie
46195,Molières,Molières,Lot,Occitanie
46196,Montamel,Montamel,Lot,Occitanie
46197,Le Montat,Le Montat,Lot,Occitanie
46198,Montbrun,Montbrun,Lot,Occitanie
46199,Montcabrier,Montcabrier,Lot,Occitanie
46200,Montcléra,Montcléra,Lot,Occitanie
46201,Montcuq-en-Quercy-Blanc,Montcuq-en-Quercy-Blanc,Lot,Occitanie
46202,Montdoumerc,Montdoumerc,Lot,Occitanie
46203,Montet-et-Bouxal,Montet-et-Bouxal,Lot,Occitanie
46204,Montfaucon,Montfaucon,Lot,Occitanie
46205,Montgesty,Montgesty,Lot,Occitanie
46206,Montlauzun,Montlauzun,Lot,Occitanie
46207,Montredon,Montredon,Lot,Occitanie
46208,Montvalent,Montvalent,Lot,Occitanie
46209,Nadaillac-de-Rouge,Nadaillac-de-Rouge,Lot,Occitanie
46210,Nadillac,Nadillac,Lot,Occitanie
46211,Nuzéjouls,Nuzéjouls,Lot,Occitanie
46212,Orniac,Orniac,Lot,Occitanie
46213,Padirac,Padirac,Lot,Occitanie
46214,Parnac,Parnac,Lot,Occitanie
46215,Payrac,Payrac,Lot,Occitanie
46216,Payrignac,Payrignac,Lot,Occitanie
46217,Pern,Pern,Lot,Occitanie
46218,Pescadoires,Pescadoires,Lot,Occitanie
46219,Peyrilles,Peyrilles,Lot,Occitanie
46220,Pinsac,Pinsac,Lot,Occitanie
46221,Planioles,Planioles,Lot,Occitanie
46222,Pomarède,Pomarède,Lot,Occitanie
46223,Pontcirq,Pontcirq,Lot,Occitanie
46224,Pradines,Pradines,Lot,Occitanie
46225,Prayssac,Prayssac,Lot,Occitanie
46226,Prendeignes,Prendeignes,Lot,Occitanie
46227,Promilhanes,Promilhanes,Lot,Occitanie
46228,Prudhomat,Prudhomat,Lot,Occitanie
46229,Puybrun,Puybrun,Lot,Occitanie
46230,Puyjourdes,Puyjourdes,Lot,Occitanie
46231,Puy-l'Évêque,Puy-l'Évêque,Lot,Occitanie
46232,Le Vignon-en-Quercy,Le Vignon-en-Quercy,Lot,Occitanie
46233,Quissac-en-Quercy,Quissac-en-Quercy,Lot,Occitanie
46234,Rampoux,Rampoux,Lot,Occitanie
46235,Reilhac,Reilhac,Lot,Occitanie
46236,Reilhaguet,Reilhaguet,Lot,Occitanie
46237,Reyrevignes,Reyrevignes,Lot,Occitanie
46238,Rignac,Rignac,Lot,Occitanie
46239,Le Roc,Le Roc,Lot,Occitanie
46240,Rocamadour,Rocamadour,Lot,Occitanie
46241,Rouffilhac,Rouffilhac,Lot,Occitanie
46242,Rudelle,Rudelle,Lot,Occitanie
46243,Rueyres,Rueyres,Lot,Occitanie
46244,Sabadel-Latronquière,Sabadel-Latronquière,Lot,Occitanie
46245,Sabadel-Lauzès,Sabadel-Lauzès,Lot,Occitanie
46246,Saignes,Saignes,Lot,Occitanie
46247,Saillac,Saillac,Lot,Occitanie
46249,Saint-Bressou,Saint-Bressou,Lot,Occitanie
46250,Saint-Caprais,Saint-Caprais,Lot,Occitanie
46251,Saint-Céré,Saint-Céré,Lot,Occitanie
46252,Les Pechs du Vers,Les Pechs du Vers,Lot,Occitanie
46253,Saint-Chamarand,Saint-Chamarand,Lot,Occitanie
46254,Saint-Chels,Saint-Chels,Lot,Occitanie
46255,Saint-Cirgues,Saint-Cirgues,Lot,Occitanie
46256,Saint-Cirq-Lapopie,Saint-Cirq-Lapopie,Lot,Occitanie
46257,Saint-Cirq-Madelon,Saint-Cirq-Madelon,Lot,Occitanie
46258,Saint-Cirq-Souillaguet,Saint-Cirq-Souillaguet,Lot,Occitanie
46259,Saint-Clair,Saint-Clair,Lot,Occitanie
46260,Sainte-Colombe,Sainte-Colombe,Lot,Occitanie
46262,Lendou-en-Quercy,Lendou-en-Quercy,Lot,Occitanie
46263,Barguelonne-en-Quercy,Barguelonne-en-Quercy,Lot,Occitanie
46264,Saint-Denis-Catus,Saint-Denis-Catus,Lot,Occitanie
46265,Saint-Denis-lès-Martel,Saint-Denis-lès-Martel,Lot,Occitanie
46266,Saint-Félix,Saint-Félix,Lot,Occitanie
46267,Saint-Germain-du-Bel-Air,Saint-Germain-du-Bel-Air,Lot,Occitanie
46268,Saint Géry-Vers,Saint Géry-Vers,Lot,Occitanie
46269,Saint-Hilaire,Saint-Hilaire,Lot,Occitanie
46270,Saint-Jean-de-Laur,Saint-Jean-de-Laur,Lot,Occitanie
46271,Saint-Jean-Lespinasse,Saint-Jean-Lespinasse,Lot,Occitanie
46272,Saint-Jean-Mirabel,Saint-Jean-Mirabel,Lot,Occitanie
46273,Saint-Laurent-les-Tours,Saint-Laurent-les-Tours,Lot,Occitanie
46276,Saint-Martin-Labouval,Saint-Martin-Labouval,Lot,Occitanie
46277,Saint-Martin-le-Redon,Saint-Martin-le-Redon,Lot,Occitanie
46279,Saint-Maurice-en-Quercy,Saint-Maurice-en-Quercy,Lot,Occitanie
46280,Saint-Médard,Saint-Médard,Lot,Occitanie
46281,Saint-Médard-de-Presque,Saint-Médard-de-Presque,Lot,Occitanie
46282,Saint-Médard-Nicourby,Saint-Médard-Nicourby,Lot,Occitanie
46283,Saint-Michel-de-Bannières,Saint-Michel-de-Bannières,Lot,Occitanie
46284,Saint-Michel-Loubéjou,Saint-Michel-Loubéjou,Lot,Occitanie
46286,Saint-Paul-de-Vern,Saint-Paul-de-Vern,Lot,Occitanie
46288,Saint-Perdoux,Saint-Perdoux,Lot,Occitanie
46289,Saint-Pierre-Toirac,Saint-Pierre-Toirac,Lot,Occitanie
46290,Saint-Projet,Saint-Projet,Lot,Occitanie
46292,Saint-Simon,Saint-Simon,Lot,Occitanie
46293,Saint-Sozy,Saint-Sozy,Lot,Occitanie
46294,Saint-Sulpice,Saint-Sulpice,Lot,Occitanie
46295,Saint-Vincent-du-Pendit,Saint-Vincent-du-Pendit,Lot,Occitanie
46296,Saint-Vincent-Rive-d'Olt,Saint-Vincent-Rive-d'Olt,Lot,Occitanie
46297,Salviac,Salviac,Lot,Occitanie
46299,Sauliac-sur-Célé,Sauliac-sur-Célé,Lot,Occitanie
46301,Sauzet,Sauzet,Lot,Occitanie
46302,Sénaillac-Latronquière,Sénaillac-Latronquière,Lot,Occitanie
46303,Sénaillac-Lauzès,Sénaillac-Lauzès,Lot,Occitanie
46304,Séniergues,Séniergues,Lot,Occitanie
46305,Sérignac,Sérignac,Lot,Occitanie
46306,Sonac,Sonac,Lot,Occitanie
46307,Soturac,Soturac,Lot,Occitanie
46308,Soucirac,Soucirac,Lot,Occitanie
46309,Souillac,Souillac,Lot,Occitanie
46310,Soulomès,Soulomès,Lot,Occitanie
46311,Sousceyrac-en-Quercy,Sousceyrac-en-Quercy,Lot,Occitanie
46312,Strenquels,Strenquels,Lot,Occitanie
46313,Tauriac,Tauriac,Lot,Occitanie
46314,Terrou,Terrou,Lot,Occitanie
46315,Teyssieu,Teyssieu,Lot,Occitanie
46316,Thédirac,Thédirac,Lot,Occitanie
46317,Thégra,Thégra,Lot,Occitanie
46318,Thémines,Thémines,Lot,Occitanie
46319,Théminettes,Théminettes,Lot,Occitanie
46320,Tour-de-Faure,Tour-de-Faure,Lot,Occitanie
46321,Touzac,Touzac,Lot,Occitanie
46322,Trespoux-Rassiels,Trespoux-Rassiels,Lot,Occitanie
46323,Ussel,Ussel,Lot,Occitanie
46324,Uzech,Uzech,Lot,Occitanie
46328,Varaire,Varaire,Lot,Occitanie
46329,Vaylats,Vaylats,Lot,Occitanie
46330,Vayrac,Vayrac,Lot,Occitanie
46332,Viazac,Viazac,Lot,Occitanie
46333,Vidaillac,Vidaillac,Lot,Occitanie
46334,Le Vigan,Le Vigan,Lot,Occitanie
46335,Villesèque,Villesèque,Lot,Occitanie
46336,Vire-sur-Lot,Vire-sur-Lot,Lot,Occitanie
46337,Mayrac,Mayrac,Lot,Occitanie
46338,Bessonies,Bessonies,Lot,Occitanie
46339,Saint-Jean-Lagineste,Saint-Jean-Lagineste,Lot,Occitanie
46340,Saint-Pierre-Lafeuille,Saint-Pierre-Lafeuille,Lot,Occitanie
47001,Agen,Agen,Lot-et-Garonne,Nouvelle-Aquitaine
47002,Agmé,Agmé,Lot-et-Garonne,Nouvelle-Aquitaine
47003,Agnac,Agnac,Lot-et-Garonne,Nouvelle-Aquitaine
47004,Aiguillon,Aiguillon,Lot-et-Garonne,Nouvelle-Aquitaine
47005,Allemans-du-Dropt,Allemans-du-Dropt,Lot-et-Garonne,Nouvelle-Aquitaine
47006,Allez-et-Cazeneuve,Allez-et-Cazeneuve,Lot-et-Garonne,Nouvelle-Aquitaine
47007,Allons,Allons,Lot-et-Garonne,Nouvelle-Aquitaine
47008,Ambrus,Ambrus,Lot-et-Garonne,Nouvelle-Aquitaine
47009,Andiran,Andiran,Lot-et-Garonne,Nouvelle-Aquitaine
47010,Antagnac,Antagnac,Lot-et-Garonne,Nouvelle-Aquitaine
47011,Anthé,Anthé,Lot-et-Garonne,Nouvelle-Aquitaine
47012,Anzex,Anzex,Lot-et-Garonne,Nouvelle-Aquitaine
47013,Argenton,Argenton,Lot-et-Garonne,Nouvelle-Aquitaine
47014,Armillac,Armillac,Lot-et-Garonne,Nouvelle-Aquitaine
47015,Astaffort,Astaffort,Lot-et-Garonne,Nouvelle-Aquitaine
47016,Aubiac,Aubiac,Lot-et-Garonne,Nouvelle-Aquitaine
47017,Auradou,Auradou,Lot-et-Garonne,Nouvelle-Aquitaine
47018,Auriac-sur-Dropt,Auriac-sur-Dropt,Lot-et-Garonne,Nouvelle-Aquitaine
47019,Bajamont,Bajamont,Lot-et-Garonne,Nouvelle-Aquitaine
47020,Baleyssagues,Baleyssagues,Lot-et-Garonne,Nouvelle-Aquitaine
47021,Barbaste,Barbaste,Lot-et-Garonne,Nouvelle-Aquitaine
47022,Bazens,Bazens,Lot-et-Garonne,Nouvelle-Aquitaine
47023,Beaugas,Beaugas,Lot-et-Garonne,Nouvelle-Aquitaine
47024,Beaupuy,Beaupuy,Lot-et-Garonne,Nouvelle-Aquitaine
47025,Beauville,Beauville,Lot-et-Garonne,Nouvelle-Aquitaine
47026,Beauziac,Beauziac,Lot-et-Garonne,Nouvelle-Aquitaine
47027,Bias,Bias,Lot-et-Garonne,Nouvelle-Aquitaine
47028,Birac-sur-Trec,Birac-sur-Trec,Lot-et-Garonne,Nouvelle-Aquitaine
47029,Blanquefort-sur-Briolance,Blanquefort-sur-Briolance,Lot-et-Garonne,Nouvelle-Aquitaine
47030,Blaymont,Blaymont,Lot-et-Garonne,Nouvelle-Aquitaine
47031,Boé,Boé,Lot-et-Garonne,Nouvelle-Aquitaine
47032,Bon-Encontre,Bon-Encontre,Lot-et-Garonne,Nouvelle-Aquitaine
47033,Boudy-de-Beauregard,Boudy-de-Beauregard,Lot-et-Garonne,Nouvelle-Aquitaine
47034,Bouglon,Bouglon,Lot-et-Garonne,Nouvelle-Aquitaine
47035,Bourgougnague,Bourgougnague,Lot-et-Garonne,Nouvelle-Aquitaine
47036,Bourlens,Bourlens,Lot-et-Garonne,Nouvelle-Aquitaine
47037,Bournel,Bournel,Lot-et-Garonne,Nouvelle-Aquitaine
47038,Bourran,Bourran,Lot-et-Garonne,Nouvelle-Aquitaine
47039,Boussès,Boussès,Lot-et-Garonne,Nouvelle-Aquitaine
47040,Brax,Brax,Lot-et-Garonne,Nouvelle-Aquitaine
47041,Bruch,Bruch,Lot-et-Garonne,Nouvelle-Aquitaine
47042,Brugnac,Brugnac,Lot-et-Garonne,Nouvelle-Aquitaine
47043,Buzet-sur-Baïse,Buzet-sur-Baïse,Lot-et-Garonne,Nouvelle-Aquitaine
47044,Cahuzac,Cahuzac,Lot-et-Garonne,Nouvelle-Aquitaine
47045,Calignac,Calignac,Lot-et-Garonne,Nouvelle-Aquitaine
47046,Calonges,Calonges,Lot-et-Garonne,Nouvelle-Aquitaine
47047,Cambes,Cambes,Lot-et-Garonne,Nouvelle-Aquitaine
47048,Cancon,Cancon,Lot-et-Garonne,Nouvelle-Aquitaine
47049,Casseneuil,Casseneuil,Lot-et-Garonne,Nouvelle-Aquitaine
47050,Cassignas,Cassignas,Lot-et-Garonne,Nouvelle-Aquitaine
47051,Castelculier,Castelculier,Lot-et-Garonne,Nouvelle-Aquitaine
47052,Casteljaloux,Casteljaloux,Lot-et-Garonne,Nouvelle-Aquitaine
47053,Castella,Castella,Lot-et-Garonne,Nouvelle-Aquitaine
47054,Castelmoron-sur-Lot,Castelmoron-sur-Lot,Lot-et-Garonne,Nouvelle-Aquitaine
47055,Castelnaud-de-Gratecambe,Castelnaud-de-Gratecambe,Lot-et-Garonne,Nouvelle-Aquitaine
47056,Castelnau-sur-Gupie,Castelnau-sur-Gupie,Lot-et-Garonne,Nouvelle-Aquitaine
47057,Castillonnès,Castillonnès,Lot-et-Garonne,Nouvelle-Aquitaine
47058,Caubeyres,Caubeyres,Lot-et-Garonne,Nouvelle-Aquitaine
47059,Caubon-Saint-Sauveur,Caubon-Saint-Sauveur,Lot-et-Garonne,Nouvelle-Aquitaine
47060,Caudecoste,Caudecoste,Lot-et-Garonne,Nouvelle-Aquitaine
47061,Caumont-sur-Garonne,Caumont-sur-Garonne,Lot-et-Garonne,Nouvelle-Aquitaine
47062,Cauzac,Cauzac,Lot-et-Garonne,Nouvelle-Aquitaine
47063,Cavarc,Cavarc,Lot-et-Garonne,Nouvelle-Aquitaine
47064,Cazideroque,Cazideroque,Lot-et-Garonne,Nouvelle-Aquitaine
47065,Clairac,Clairac,Lot-et-Garonne,Nouvelle-Aquitaine
47066,Clermont-Dessous,Clermont-Dessous,Lot-et-Garonne,Nouvelle-Aquitaine
47067,Clermont-Soubiran,Clermont-Soubiran,Lot-et-Garonne,Nouvelle-Aquitaine
47068,Cocumont,Cocumont,Lot-et-Garonne,Nouvelle-Aquitaine
47069,Colayrac-Saint-Cirq,Colayrac-Saint-Cirq,Lot-et-Garonne,Nouvelle-Aquitaine
47070,Condezaygues,Condezaygues,Lot-et-Garonne,Nouvelle-Aquitaine
47071,Coulx,Coulx,Lot-et-Garonne,Nouvelle-Aquitaine
47072,Courbiac,Courbiac,Lot-et-Garonne,Nouvelle-Aquitaine
47073,Cours,Cours,Lot-et-Garonne,Nouvelle-Aquitaine
47074,Couthures-sur-Garonne,Couthures-sur-Garonne,Lot-et-Garonne,Nouvelle-Aquitaine
47075,La Croix-Blanche,La Croix-Blanche,Lot-et-Garonne,Nouvelle-Aquitaine
47076,Cuq,Cuq,Lot-et-Garonne,Nouvelle-Aquitaine
47077,Cuzorn,Cuzorn,Lot-et-Garonne,Nouvelle-Aquitaine
47078,Damazan,Damazan,Lot-et-Garonne,Nouvelle-Aquitaine
47079,Dausse,Dausse,Lot-et-Garonne,Nouvelle-Aquitaine
47080,Dévillac,Dévillac,Lot-et-Garonne,Nouvelle-Aquitaine
47081,Dolmayrac,Dolmayrac,Lot-et-Garonne,Nouvelle-Aquitaine
47082,Dondas,Dondas,Lot-et-Garonne,Nouvelle-Aquitaine
47083,Doudrac,Doudrac,Lot-et-Garonne,Nouvelle-Aquitaine
47084,Douzains,Douzains,Lot-et-Garonne,Nouvelle-Aquitaine
47085,Durance,Durance,Lot-et-Garonne,Nouvelle-Aquitaine
47086,Duras,Duras,Lot-et-Garonne,Nouvelle-Aquitaine
47087,Engayrac,Engayrac,Lot-et-Garonne,Nouvelle-Aquitaine
47088,Escassefort,Escassefort,Lot-et-Garonne,Nouvelle-Aquitaine
47089,Esclottes,Esclottes,Lot-et-Garonne,Nouvelle-Aquitaine
47090,Espiens,Espiens,Lot-et-Garonne,Nouvelle-Aquitaine
47091,Estillac,Estillac,Lot-et-Garonne,Nouvelle-Aquitaine
47092,Fals,Fals,Lot-et-Garonne,Nouvelle-Aquitaine
47093,Fargues-sur-Ourbise,Fargues-sur-Ourbise,Lot-et-Garonne,Nouvelle-Aquitaine
47094,Fauguerolles,Fauguerolles,Lot-et-Garonne,Nouvelle-Aquitaine
47095,Fauillet,Fauillet,Lot-et-Garonne,Nouvelle-Aquitaine
47096,Ferrensac,Ferrensac,Lot-et-Garonne,Nouvelle-Aquitaine
47097,Feugarolles,Feugarolles,Lot-et-Garonne,Nouvelle-Aquitaine
47098,Fieux,Fieux,Lot-et-Garonne,Nouvelle-Aquitaine
47099,Fongrave,Fongrave,Lot-et-Garonne,Nouvelle-Aquitaine
47100,Foulayronnes,Foulayronnes,Lot-et-Garonne,Nouvelle-Aquitaine
47101,Fourques-sur-Garonne,Fourques-sur-Garonne,Lot-et-Garonne,Nouvelle-Aquitaine
47102,Francescas,Francescas,Lot-et-Garonne,Nouvelle-Aquitaine
47103,Fréchou,Fréchou,Lot-et-Garonne,Nouvelle-Aquitaine
47104,Frégimont,Frégimont,Lot-et-Garonne,Nouvelle-Aquitaine
47105,Frespech,Frespech,Lot-et-Garonne,Nouvelle-Aquitaine
47106,Fumel,Fumel,Lot-et-Garonne,Nouvelle-Aquitaine
47107,Galapian,Galapian,Lot-et-Garonne,Nouvelle-Aquitaine
47108,Gaujac,Gaujac,Lot-et-Garonne,Nouvelle-Aquitaine
47109,Gavaudun,Gavaudun,Lot-et-Garonne,Nouvelle-Aquitaine
47110,Gontaud-de-Nogaret,Gontaud-de-Nogaret,Lot-et-Garonne,Nouvelle-Aquitaine
47111,Granges-sur-Lot,Granges-sur-Lot,Lot-et-Garonne,Nouvelle-Aquitaine
47112,Grateloup-Saint-Gayrand,Grateloup-Saint-Gayrand,Lot-et-Garonne,Nouvelle-Aquitaine
47113,Grayssas,Grayssas,Lot-et-Garonne,Nouvelle-Aquitaine
47114,Grézet-Cavagnan,Grézet-Cavagnan,Lot-et-Garonne,Nouvelle-Aquitaine
47115,Guérin,Guérin,Lot-et-Garonne,Nouvelle-Aquitaine
47117,Hautefage-la-Tour,Hautefage-la-Tour,Lot-et-Garonne,Nouvelle-Aquitaine
47118,Hautesvignes,Hautesvignes,Lot-et-Garonne,Nouvelle-Aquitaine
47119,Houeillès,Houeillès,Lot-et-Garonne,Nouvelle-Aquitaine
47120,Jusix,Jusix,Lot-et-Garonne,Nouvelle-Aquitaine
47121,Labastide-Castel-Amouroux,Labastide-Castel-Amouroux,Lot-et-Garonne,Nouvelle-Aquitaine
47122,Labretonie,Labretonie,Lot-et-Garonne,Nouvelle-Aquitaine
47123,Lacapelle-Biron,Lacapelle-Biron,Lot-et-Garonne,Nouvelle-Aquitaine
47124,Lacaussade,Lacaussade,Lot-et-Garonne,Nouvelle-Aquitaine
47125,Lacépède,Lacépède,Lot-et-Garonne,Nouvelle-Aquitaine
47126,Lachapelle,Lachapelle,Lot-et-Garonne,Nouvelle-Aquitaine
47127,Lafitte-sur-Lot,Lafitte-sur-Lot,Lot-et-Garonne,Nouvelle-Aquitaine
47128,Lafox,Lafox,Lot-et-Garonne,Nouvelle-Aquitaine
47129,Lagarrigue,Lagarrigue,Lot-et-Garonne,Nouvelle-Aquitaine
47130,Lagruère,Lagruère,Lot-et-Garonne,Nouvelle-Aquitaine
47131,Lagupie,Lagupie,Lot-et-Garonne,Nouvelle-Aquitaine
47132,Lalandusse,Lalandusse,Lot-et-Garonne,Nouvelle-Aquitaine
47133,Lamontjoie,Lamontjoie,Lot-et-Garonne,Nouvelle-Aquitaine
47134,Lannes,Lannes,Lot-et-Garonne,Nouvelle-Aquitaine
47135,Laparade,Laparade,Lot-et-Garonne,Nouvelle-Aquitaine
47136,Laperche,Laperche,Lot-et-Garonne,Nouvelle-Aquitaine
47137,Laplume,Laplume,Lot-et-Garonne,Nouvelle-Aquitaine
47138,Laroque-Timbaut,Laroque-Timbaut,Lot-et-Garonne,Nouvelle-Aquitaine
47139,Lasserre,Lasserre,Lot-et-Garonne,Nouvelle-Aquitaine
47140,Laugnac,Laugnac,Lot-et-Garonne,Nouvelle-Aquitaine
47141,Laussou,Laussou,Lot-et-Garonne,Nouvelle-Aquitaine
47142,Lauzun,Lauzun,Lot-et-Garonne,Nouvelle-Aquitaine
47143,Lavardac,Lavardac,Lot-et-Garonne,Nouvelle-Aquitaine
47144,Lavergne,Lavergne,Lot-et-Garonne,Nouvelle-Aquitaine
47145,Layrac,Layrac,Lot-et-Garonne,Nouvelle-Aquitaine
47146,Lédat,Lédat,Lot-et-Garonne,Nouvelle-Aquitaine
47147,Lévignac-de-Guyenne,Lévignac-de-Guyenne,Lot-et-Garonne,Nouvelle-Aquitaine
47148,Leyritz-Moncassin,Leyritz-Moncassin,Lot-et-Garonne,Nouvelle-Aquitaine
47150,Longueville,Longueville,Lot-et-Garonne,Nouvelle-Aquitaine
47151,Loubès-Bernac,Loubès-Bernac,Lot-et-Garonne,Nouvelle-Aquitaine
47152,Lougratte,Lougratte,Lot-et-Garonne,Nouvelle-Aquitaine
47154,Lusignan-Petit,Lusignan-Petit,Lot-et-Garonne,Nouvelle-Aquitaine
47155,Madaillan,Madaillan,Lot-et-Garonne,Nouvelle-Aquitaine
47156,Marcellus,Marcellus,Lot-et-Garonne,Nouvelle-Aquitaine
47157,Marmande,Marmande,Lot-et-Garonne,Nouvelle-Aquitaine
47158,Marmont-Pachas,Marmont-Pachas,Lot-et-Garonne,Nouvelle-Aquitaine
47159,Le Mas-d'Agenais,Le Mas-d'Agenais,Lot-et-Garonne,Nouvelle-Aquitaine
47160,Masquières,Masquières,Lot-et-Garonne,Nouvelle-Aquitaine
47161,Massels,Massels,Lot-et-Garonne,Nouvelle-Aquitaine
47162,Massoulès,Massoulès,Lot-et-Garonne,Nouvelle-Aquitaine
47163,Mauvezin-sur-Gupie,Mauvezin-sur-Gupie,Lot-et-Garonne,Nouvelle-Aquitaine
47164,Mazières-Naresse,Mazières-Naresse,Lot-et-Garonne,Nouvelle-Aquitaine
47165,Meilhan-sur-Garonne,Meilhan-sur-Garonne,Lot-et-Garonne,Nouvelle-Aquitaine
47167,Mézin,Mézin,Lot-et-Garonne,Nouvelle-Aquitaine
47168,Miramont-de-Guyenne,Miramont-de-Guyenne,Lot-et-Garonne,Nouvelle-Aquitaine
47169,Moirax,Moirax,Lot-et-Garonne,Nouvelle-Aquitaine
47170,Monbahus,Monbahus,Lot-et-Garonne,Nouvelle-Aquitaine
47171,Monbalen,Monbalen,Lot-et-Garonne,Nouvelle-Aquitaine
47172,Moncaut,Moncaut,Lot-et-Garonne,Nouvelle-Aquitaine
47173,Monclar,Monclar,Lot-et-Garonne,Nouvelle-Aquitaine
47174,Moncrabeau,Moncrabeau,Lot-et-Garonne,Nouvelle-Aquitaine
47175,Monflanquin,Monflanquin,Lot-et-Garonne,Nouvelle-Aquitaine
47176,Montgaillard-en-Albret,Montgaillard-en-Albret,Lot-et-Garonne,Nouvelle-Aquitaine
47177,Monheurt,Monheurt,Lot-et-Garonne,Nouvelle-Aquitaine
47178,Monségur,Monségur,Lot-et-Garonne,Nouvelle-Aquitaine
47179,Monsempron-Libos,Monsempron-Libos,Lot-et-Garonne,Nouvelle-Aquitaine
47180,Montagnac-sur-Auvignon,Montagnac-sur-Auvignon,Lot-et-Garonne,Nouvelle-Aquitaine
47181,Montagnac-sur-Lède,Montagnac-sur-Lède,Lot-et-Garonne,Nouvelle-Aquitaine
47182,Montastruc,Montastruc,Lot-et-Garonne,Nouvelle-Aquitaine
47183,Montauriol,Montauriol,Lot-et-Garonne,Nouvelle-Aquitaine
47184,Montaut,Montaut,Lot-et-Garonne,Nouvelle-Aquitaine
47185,Montayral,Montayral,Lot-et-Garonne,Nouvelle-Aquitaine
47186,Montesquieu,Montesquieu,Lot-et-Garonne,Nouvelle-Aquitaine
47187,Monteton,Monteton,Lot-et-Garonne,Nouvelle-Aquitaine
47188,Montignac-de-Lauzun,Montignac-de-Lauzun,Lot-et-Garonne,Nouvelle-Aquitaine
47189,Montignac-Toupinerie,Montignac-Toupinerie,Lot-et-Garonne,Nouvelle-Aquitaine
47190,Montpezat,Montpezat,Lot-et-Garonne,Nouvelle-Aquitaine
47191,Montpouillan,Montpouillan,Lot-et-Garonne,Nouvelle-Aquitaine
47192,Monviel,Monviel,Lot-et-Garonne,Nouvelle-Aquitaine
47193,Moulinet,Moulinet,Lot-et-Garonne,Nouvelle-Aquitaine
47194,Moustier,Moustier,Lot-et-Garonne,Nouvelle-Aquitaine
47195,Nérac,Nérac,Lot-et-Garonne,Nouvelle-Aquitaine
47196,Nicole,Nicole,Lot-et-Garonne,Nouvelle-Aquitaine
47197,Nomdieu,Nomdieu,Lot-et-Garonne,Nouvelle-Aquitaine
47198,Pailloles,Pailloles,Lot-et-Garonne,Nouvelle-Aquitaine
47199,Pardaillan,Pardaillan,Lot-et-Garonne,Nouvelle-Aquitaine
47200,Parranquet,Parranquet,Lot-et-Garonne,Nouvelle-Aquitaine
47201,Le Passage,Le Passage,Lot-et-Garonne,Nouvelle-Aquitaine
47202,Paulhiac,Paulhiac,Lot-et-Garonne,Nouvelle-Aquitaine
47203,Penne-d'Agenais,Penne-d'Agenais,Lot-et-Garonne,Nouvelle-Aquitaine
47204,Peyrière,Peyrière,Lot-et-Garonne,Nouvelle-Aquitaine
47205,Pindères,Pindères,Lot-et-Garonne,Nouvelle-Aquitaine
47206,Pinel-Hauterive,Pinel-Hauterive,Lot-et-Garonne,Nouvelle-Aquitaine
47207,Pompiey,Pompiey,Lot-et-Garonne,Nouvelle-Aquitaine
47208,Pompogne,Pompogne,Lot-et-Garonne,Nouvelle-Aquitaine
47209,Pont-du-Casse,Pont-du-Casse,Lot-et-Garonne,Nouvelle-Aquitaine
47210,Port-Sainte-Marie,Port-Sainte-Marie,Lot-et-Garonne,Nouvelle-Aquitaine
47211,Poudenas,Poudenas,Lot-et-Garonne,Nouvelle-Aquitaine
47212,Poussignac,Poussignac,Lot-et-Garonne,Nouvelle-Aquitaine
47213,Prayssas,Prayssas,Lot-et-Garonne,Nouvelle-Aquitaine
47214,Puch-d'Agenais,Puch-d'Agenais,Lot-et-Garonne,Nouvelle-Aquitaine
47215,Pujols,Pujols,Lot-et-Garonne,Nouvelle-Aquitaine
47216,Puymiclan,Puymiclan,Lot-et-Garonne,Nouvelle-Aquitaine
47217,Puymirol,Puymirol,Lot-et-Garonne,Nouvelle-Aquitaine
47218,Puysserampion,Puysserampion,Lot-et-Garonne,Nouvelle-Aquitaine
47219,Rayet,Rayet,Lot-et-Garonne,Nouvelle-Aquitaine
47220,Razimet,Razimet,Lot-et-Garonne,Nouvelle-Aquitaine
47221,Réaup-Lisse,Réaup-Lisse,Lot-et-Garonne,Nouvelle-Aquitaine
47222,La Réunion,La Réunion,Lot-et-Garonne,Nouvelle-Aquitaine
47223,Rives,Rives,Lot-et-Garonne,Nouvelle-Aquitaine
47224,Romestaing,Romestaing,Lot-et-Garonne,Nouvelle-Aquitaine
47225,Roquefort,Roquefort,Lot-et-Garonne,Nouvelle-Aquitaine
47226,Roumagne,Roumagne,Lot-et-Garonne,Nouvelle-Aquitaine
47227,Ruffiac,Ruffiac,Lot-et-Garonne,Nouvelle-Aquitaine
